wafer_id,die_row,die_col,routed_to_model_b,attention_rank,block_start,block_end,attention_weight,mean_signal,max_signal
W_F_0014,11,12,True,2,2,4,4.490556011890398e-14,100.85499572753906,105.95999908447266
W_F_0014,11,12,True,3,4,6,3.54140609470129e-20,110.26499938964844,113.06999969482422
W_F_0014,12,12,True,1,0,2,1.0,76.84500122070312,77.9800033569336
W_F_0014,12,12,True,2,2,4,2.3235429136292396e-09,98.67500305175781,105.93000030517578
W_F_0014,12,12,True,3,4,6,6.158873968274952e-15,104.07499694824219,111.30000305175781
W_F_0014,12,15,True,1,0,2,1.0,106.875,111.33000183105469
W_F_0014,12,15,True,2,2,4,1.6543527547765828e-16,100.31500244140625,105.45999908447266
W_F_0014,12,15,True,3,1998,2000,2.5393106897282695e-22,111.58000183105469,115.36000061035156
W_F_0014,12,33,True,1,0,2,1.0,123.70999908447266,126.16999816894531
W_F_0014,12,33,True,2,2,4,2.0252827119537284e-19,109.66999816894531,117.9800033569336
W_F_0014,12,33,True,3,4,6,4.031122982807707e-26,94.66499328613281,94.87999725341797
W_F_0014,13,2,True,1,0,2,1.0,112.57499694824219,117.87999725341797
W_F_0014,13,2,True,2,2,4,2.5491207731689913e-16,101.1300048828125,101.86000061035156
W_F_0014,13,2,True,3,4,6,7.397680400507547e-24,96.05500030517578,98.5999984741211
W_F_0014,13,12,True,1,0,2,1.0,109.76000213623047,110.97000122070312
W_F_0014,13,12,True,2,2,4,9.49779301070778e-17,101.02999877929688,101.9000015258789
W_F_0014,13,12,True,3,4,6,1.6715961319455792e-22,99.38500213623047,102.6500015258789
W_F_0014,13,18,True,1,0,2,1.0,79.52999877929688,85.80999755859375
W_F_0014,13,18,True,2,2,4,1.991768971976171e-09,110.07499694824219,114.2699966430664
W_F_0014,13,18,True,3,4,6,8.14847018747617e-18,99.29000091552734,103.5
W_F_0014,13,36,True,1,0,2,1.0,123.31500244140625,124.05000305175781
W_F_0014,13,36,True,2,2,4,2.770410885150617e-18,112.08499908447266,118.3499984741211
W_F_0014,13,36,True,3,1998,2000,2.386005260010482e-24,82.75,87.19000244140625
W_F_0014,13,37,True,1,0,2,1.0,80.27000427246094,82.04000091552734
W_F_0014,13,37,True,2,2,4,1.3071380089435536e-10,93.82499694824219,99.19000244140625
W_F_0014,13,37,True,3,1998,2000,9.893283690113081e-20,96.54499816894531,100.0999984741211
W_F_0014,14,11,True,1,0,2,1.0,92.93499755859375,102.73999786376953
W_F_0014,14,11,True,2,2,4,1.4267521219373316e-14,92.28500366210938,95.13999938964844
W_F_0014,14,11,True,3,4,6,1.2043766924128824e-16,97.86000061035156,113.05000305175781
W_F_0014,14,24,True,1,0,2,1.0,105.75,109.54000091552734
W_F_0014,14,24,True,2,2,4,3.53225047452558e-17,91.35000610351562,94.94000244140625
W_F_0014,14,24,True,3,4,6,1.3391861862364585e-20,101.60499572753906,102.41999816894531
W_F_0014,14,34,True,1,0,2,1.0,107.31500244140625,112.29000091552734
W_F_0014,14,34,True,2,2,4,1.1380771075255732e-17,92.78500366210938,96.06999969482422
W_F_0014,14,34,True,3,4,6,9.186650111555453e-21,101.4749984741211,104.0999984741211
W_F_0014,14,37,True,1,0,2,1.0,91.78999328613281,92.37999725341797
W_F_0014,14,37,True,2,2,4,2.806595017154634e-13,89.6300048828125,90.66000366210938
W_F_0014,14,37,True,3,4,6,1.2098655982599883e-16,105.125,106.77999877929688
W_F_0014,15,4,True,1,0,2,1.0,94.04499816894531,101.33000183105469
W_F_0014,15,4,True,2,2,4,1.412266397407449e-15,104.8699951171875,105.68000030517578
W_F_0014,15,4,True,3,4,6,4.035654871365142e-22,110.69499969482422,113.20999908447266
W_F_0014,15,8,True,1,0,2,1.0,89.75,90.7300033569336
W_F_0014,15,8,True,2,2,4,2.982729284373674e-14,94.47000122070312,95.18000030517578
W_F_0014,15,8,True,3,4,6,2.1574232315336833e-20,95.16000366210938,98.81999969482422
W_F_0014,15,32,True,1,0,2,1.0,102.46000671386719,105.76000213623047
W_F_0014,15,32,True,2,2,4,3.80205137935196e-15,96.40499877929688,98.05000305175781
W_F_0014,15,32,True,3,4,6,1.541451121979665e-22,89.65499877929688,91.5999984741211
W_F_0014,16,13,True,1,0,2,1.0,121.5050048828125,129.35000610351562
W_F_0014,16,13,True,2,2,4,1.9642232893635727e-18,113.94999694824219,114.55999755859375
W_F_0014,16,13,True,3,1998,2000,4.726564144663568e-25,110.69499969482422,113.12000274658203
W_F_0014,16,23,True,1,0,2,1.0,92.22999572753906,95.47000122070312
W_F_0014,16,23,True,2,2,4,1.2464966497947438e-15,92.06500244140625,92.56999969482422
W_F_0014,16,23,True,3,4,6,5.9759517951051434e-21,95.96499633789062,98.27999877929688
W_F_0014,16,27,True,1,0,2,1.0,100.33000183105469,103.41000366210938
W_F_0014,16,27,True,2,2,4,1.6996700338942246e-14,110.05999755859375,113.37000274658203
W_F_0014,16,27,True,3,4,6,1.3785474827885341e-21,116.21000671386719,119.05000305175781
W_F_0014,17,22,True,1,0,2,1.0,115.70500183105469,121.66999816894531
W_F_0014,17,22,True,2,2,4,2.927266125499812e-17,108.34500122070312,112.37000274658203
W_F_0014,17,22,True,3,4,6,4.2126442404859436e-24,96.75,101.69999694824219
W_F_0014,18,24,True,1,0,2,1.0,95.18499755859375,95.87999725341797
W_F_0014,18,24,True,2,2,4,2.698714224368213e-14,106.51000213623047,110.55000305175781
W_F_0014,18,24,True,3,4,6,2.582754837500601e-22,106.81999969482422,109.98999786376953
W_F_0014,18,39,True,1,0,2,1.0,91.92500305175781,92.01000213623047
W_F_0014,18,39,True,2,2,4,3.4430286719551104e-14,95.27999877929688,108.48999786376953
W_F_0014,18,39,True,3,4,6,3.1981839785111768e-21,104.95999908447266,106.63999938964844
W_F_0014,20,8,True,1,0,2,1.0,116.1300048828125,117.9000015258789
W_F_0014,20,8,True,2,2,4,2.82911949145917e-17,104.13500213623047,115.22000122070312
W_F_0014,20,8,True,3,4,6,2.8779867254771613e-22,97.7750015258789,98.87000274658203
W_F_0014,20,27,True,1,0,2,1.0,96.5050048828125,97.11000061035156
W_F_0014,20,27,True,2,2,4,3.467214173104652e-14,106.94999694824219,109.44999694824219
W_F_0014,20,27,True,3,4,6,5.525298876708585e-26,90.91500091552734,101.77999877929688
W_F_0014,21,6,True,1,0,2,1.0,102.51499938964844,103.94999694824219
W_F_0014,21,6,True,2,2,4,4.724826216037648e-13,106.76499938964844,113.70999908447266
W_F_0014,21,6,True,3,4,6,8.961115763251175e-21,108.03999328613281,117.80999755859375
W_F_0014,21,32,True,1,0,2,1.0,84.41000366210938,95.12000274658203
W_F_0014,21,32,True,2,2,4,5.626422938664888e-12,104.4000015258789,105.26000213623047
W_F_0014,21,32,True,3,1998,2000,8.376829386652885e-22,85.71000671386719,93.66000366210938
W_F_0014,21,36,True,1,0,2,1.0,115.71499633789062,117.22000122070312
W_F_0014,21,36,True,2,2,4,7.391944964703161e-19,102.71499633789062,110.88999938964844
W_F_0014,21,36,True,3,4,6,3.924583508345513e-22,112.44999694824219,116.79000091552734
W_F_0014,22,35,True,1,0,2,1.0,116.68000030517578,128.0
W_F_0014,22,35,True,2,2,4,1.2938678077854429e-17,96.87000274658203,103.58000183105469
W_F_0014,22,35,True,3,4,6,5.579402398994341e-23,81.2550048828125,87.4000015258789
W_F_0014,23,1,True,1,0,2,1.0,86.05999755859375,96.61000061035156
W_F_0014,23,1,True,2,2,4,2.0747928386206232e-13,84.66500091552734,84.75
W_F_0014,23,1,True,3,4,6,8.572030501675786e-18,98.08999633789062,100.41999816894531
W_F_0014,23,14,True,1,0,2,1.0,89.24000549316406,95.43000030517578
W_F_0014,23,14,True,2,2,4,2.1264232237007408e-13,97.58999633789062,100.02999877929688
W_F_0014,23,14,True,3,4,6,6.70323076777633e-19,102.80500030517578,104.26000213623047
W_F_0014,24,2,True,1,0,2,1.0,94.86000061035156,96.95999908447266
W_F_0014,24,2,True,2,2,4,1.584800216405946e-12,111.75,114.44999694824219
W_F_0014,24,2,True,3,4,6,3.3753114613992647e-23,97.24000549316406,104.94000244140625
W_F_0014,24,20,True,1,0,2,1.0,114.68499755859375,118.87000274658203
W_F_0014,24,20,True,2,2,4,1.5444289481675376e-15,105.55499267578125,108.33999633789062
W_F_0014,24,20,True,3,1998,2000,6.8173995448304675e-25,88.83000183105469,91.88999938964844
W_F_0014,24,27,True,1,0,2,1.0,114.11499786376953,116.7699966430664
W_F_0014,24,27,True,2,2,4,3.8988657728416365e-18,108.01499938964844,109.61000061035156
W_F_0014,24,27,True,3,4,6,2.546107538953481e-24,101.34500122070312,103.91000366210938
W_F_0014,25,6,True,1,0,2,1.0,115.26499938964844,126.08999633789062
W_F_0014,25,6,True,2,2,4,9.841044261750031e-19,99.4800033569336,108.55000305175781
W_F_0014,25,6,True,3,1226,1228,4.427725653283888e-27,104.4749984741211,105.45999908447266
W_F_0014,25,19,True,1,0,2,1.0,104.1199951171875,115.73999786376953
W_F_0014,25,19,True,2,2,4,6.332550874329395e-15,108.875,115.9800033569336
W_F_0014,25,19,True,3,4,6,1.070060282980011e-22,103.5999984741211,108.73999786376953
W_F_0014,27,13,True,1,0,2,1.0,106.84500122070312,108.70999908447266
W_F_0014,27,13,True,2,2,4,1.25051087128068e-16,102.3699951171875,104.80999755859375
W_F_0014,27,13,True,3,4,6,5.698459811165193e-23,91.88499450683594,93.88999938964844
W_F_0014,27,34,True,1,0,2,1.0,97.45500183105469,98.77999877929688
W_F_0014,27,34,True,2,2,4,4.586694251403761e-14,102.55500030517578,106.54000091552734
W_F_0014,27,34,True,3,4,6,1.4186396305703044e-20,109.32499694824219,113.66000366210938
W_F_0014,28,32,True,1,0,2,1.0,97.22999572753906,107.97000122070312
W_F_0014,28,32,True,2,2,4,4.238553206873698e-14,104.74000549316406,105.06999969482422
W_F_0014,28,32,True,3,1998,2000,1.446308627684876e-23,79.25,97.94999694824219
W_F_0014,29,13,True,1,0,2,1.0,119.76499938964844,123.76000213623047
W_F_0014,29,13,True,2,2,4,6.941319594509928e-16,117.7449951171875,131.39999389648438
W_F_0014,29,13,True,3,4,6,1.3767218267287466e-24,99.55999755859375,106.61000061035156
W_F_0014,29,24,True,1,0,2,1.0,112.96499633789062,115.01000213623047
W_F_0014,29,24,True,2,2,4,2.338669349374352e-16,103.45999908447266,109.33000183105469
W_F_0014,29,24,True,3,4,6,1.653450090760525e-24,103.13500213623047,106.2300033569336
W_F_0014,29,26,True,1,0,2,1.0,100.49000549316406,106.4000015258789
W_F_0014,29,26,True,2,2,4,1.5610716301862024e-17,88.88499450683594,94.45999908447266
W_F_0014,29,26,True,3,4,6,2.33119174468734e-20,95.69000244140625,98.0999984741211
W_F_0014,30,14,True,1,0,2,1.0,87.26499938964844,97.38999938964844
W_F_0014,30,14,True,2,2,4,3.991714181417194e-10,106.8800048828125,119.5999984741211
W_F_0014,30,14,True,3,4,6,1.5121120091410769e-19,108.30999755859375,109.9000015258789
W_F_0014,30,15,True,1,0,2,1.0,91.66500091552734,101.2300033569336
W_F_0014,30,15,True,2,2,4,2.0496588638580643e-13,97.7699966430664,99.58999633789062
W_F_0014,30,15,True,3,4,6,3.355448890398496e-17,113.30000305175781,114.04000091552734
W_F_0014,30,16,True,1,0,2,1.0,103.68000030517578,107.91999816894531
W_F_0014,30,16,True,2,2,4,1.6218002960553812e-13,103.875,104.91999816894531
W_F_0014,30,16,True,3,4,6,2.785591044854352e-22,99.92500305175781,108.54000091552734
W_F_0014,30,18,True,1,0,2,1.0,90.97000122070312,95.12999725341797
W_F_0014,30,18,True,2,2,4,1.9774631931923636e-10,109.2750015258789,114.44000244140625
W_F_0014,30,18,True,3,4,6,5.620639917274685e-20,105.76499938964844,108.68000030517578
W_F_0014,30,22,True,1,0,2,1.0,98.79499816894531,104.5
W_F_0014,30,22,True,2,2,4,2.042792747024985e-14,94.33999633789062,99.41999816894531
W_F_0014,30,22,True,3,4,6,1.04428442329587e-21,90.99500274658203,97.08000183105469
W_F_0014,31,5,True,1,0,2,1.0,86.06500244140625,93.58000183105469
W_F_0014,31,5,True,2,2,4,7.654978213811336e-12,103.89500427246094,111.93000030517578
W_F_0014,31,5,True,3,4,6,1.415214211030237e-18,110.20500183105469,126.18000030517578
W_F_0014,31,16,True,1,0,2,1.0,97.1449966430664,99.0199966430664
W_F_0014,31,16,True,2,2,4,3.892867710857725e-15,90.97999572753906,95.43000030517578
W_F_0014,31,16,True,3,4,6,2.2378607299907833e-20,96.05000305175781,102.43000030517578
W_F_0014,32,5,True,1,0,2,1.0,102.10000610351562,105.51000213623047
W_F_0014,32,5,True,2,2,4,2.270681032253124e-15,108.61000061035156,110.16000366210938
W_F_0014,32,5,True,3,4,6,2.9057420075664574e-22,104.60000610351562,120.08000183105469
W_F_0014,32,22,True,1,0,2,1.0,106.10499572753906,106.58999633789062
W_F_0014,32,22,True,2,2,4,5.145186018098947e-15,106.78500366210938,108.61000061035156
W_F_0014,32,22,True,3,4,6,1.015404268469762e-20,95.22500610351562,106.04000091552734
W_F_0014,32,27,True,1,0,2,1.0,101.7449951171875,104.1500015258789
W_F_0014,32,27,True,2,2,4,8.077429513014128e-14,108.78500366210938,110.51000213623047
W_F_0014,32,27,True,3,4,6,9.595962019983992e-20,111.72000122070312,114.0999984741211
W_F_0014,33,8,True,1,0,2,1.0,104.85499572753906,109.68000030517578
W_F_0014,33,8,True,2,2,4,4.677301365771554e-14,105.41499328613281,112.0199966430664
W_F_0014,33,8,True,3,4,6,4.297191985724816e-23,93.03500366210938,98.37000274658203
W_F_0014,33,15,True,1,0,2,1.0,99.56500244140625,106.4000015258789
W_F_0014,33,15,True,2,2,4,3.0572669396100594e-11,111.05000305175781,118.55000305175781
W_F_0014,33,15,True,3,4,6,7.564007320908199e-19,104.77499389648438,107.37999725341797
W_F_0014,33,22,True,1,0,2,1.0,118.66999816894531,140.42999267578125
W_F_0014,33,22,True,2,2,4,1.2747116903262408e-18,95.22000122070312,99.83000183105469
W_F_0014,33,22,True,3,4,6,1.0058949798709717e-24,86.33999633789062,92.16000366210938
W_F_0014,33,25,True,1,0,2,1.0,102.15499877929688,110.86000061035156
W_F_0014,33,25,True,2,2,4,2.7181054343330003e-15,99.72500610351562,100.22000122070312
W_F_0014,33,25,True,3,4,6,5.014585059049808e-22,96.9000015258789,99.13999938964844
W_F_0014,33,27,True,1,0,2,1.0,102.22000122070312,103.13999938964844
W_F_0014,33,27,True,2,2,4,1.0548736566868243e-15,103.11000061035156,111.44999694824219
W_F_0014,33,27,True,3,4,6,4.9082002555592246e-24,90.03500366210938,93.56999969482422
W_F_0014,34,10,True,1,0,2,1.0,92.70500183105469,100.9800033569336
W_F_0014,34,10,True,2,2,4,4.664629922287219e-15,97.9949951171875,99.0999984741211
W_F_0014,34,10,True,3,4,6,6.396917256647877e-22,103.0999984741211,109.94999694824219
W_F_0014,35,31,True,1,0,2,1.0,109.77499389648438,116.55999755859375
W_F_0014,35,31,True,2,2,4,1.391505229440997e-17,98.79000091552734,103.91999816894531
W_F_0014,35,31,True,3,1998,2000,1.8600888916673672e-23,86.39500427246094,91.41000366210938
W_F_0014,36,17,True,1,0,2,1.0,100.97000122070312,103.8499984741211
W_F_0014,36,17,True,2,2,4,2.806754123823446e-14,95.44999694824219,105.1500015258789
W_F_0014,36,17,True,3,4,6,2.081502874313269e-21,101.85499572753906,104.19000244140625
W_F_0014,36,22,True,1,0,2,1.0,99.68499755859375,100.12999725341797
W_F_0014,36,22,True,2,2,4,1.1392640786173623e-15,98.69999694824219,100.56999969482422
W_F_0014,36,22,True,3,4,6,1.158770178261687e-20,110.02000427246094,116.04000091552734
W_F_0014,37,10,True,1,0,2,1.0,103.36000061035156,109.2300033569336
W_F_0014,37,10,True,2,2,4,2.081295984895145e-14,108.57499694824219,110.11000061035156
W_F_0014,37,10,True,3,4,6,1.3885581718519994e-23,98.13999938964844,98.68000030517578
W_F_0014,37,12,True,1,0,2,1.0,91.05999755859375,94.45999908447266
W_F_0014,37,12,True,2,2,4,1.2429360620976656e-14,97.125,99.91000366210938
W_F_0014,37,12,True,3,4,6,1.0782046167361275e-17,121.2249984741211,121.66999816894531
W_F_0014,37,21,True,1,0,2,1.0,103.96499633789062,107.5999984741211
W_F_0014,37,21,True,2,2,4,9.60868682886011e-17,95.82499694824219,101.83999633789062
W_F_0014,37,21,True,3,4,6,9.146192578548513e-21,107.26499938964844,120.79000091552734
W_F_0014,38,22,True,1,0,2,1.0,91.83999633789062,97.12999725341797
W_F_0014,38,22,True,2,2,4,1.7899356042488934e-12,102.52000427246094,109.02999877929688
W_F_0014,38,22,True,3,4,6,2.2649938115085196e-18,104.08999633789062,108.16999816894531
W_F_0014,38,27,True,1,0,2,1.0,109.53500366210938,111.91999816894531
W_F_0014,38,27,True,2,2,4,1.1262564484180066e-17,101.79499816894531,111.62999725341797
W_F_0014,38,27,True,3,4,6,2.0981965342193897e-21,112.78999328613281,117.94999694824219
W_F_0014,40,18,True,1,0,2,1.0,95.88499450683594,97.2699966430664
W_F_0014,40,18,True,2,2,4,3.3733446266372147e-14,96.38500213623047,97.11000061035156
W_F_0014,40,18,True,3,4,6,8.228445281469537e-23,94.34500122070312,97.7300033569336
W_F_0014,40,20,True,1,0,2,1.0,115.25999450683594,122.20999908447266
W_F_0014,40,20,True,2,2,4,5.9179732196311385e-19,106.8800048828125,107.13999938964844
W_F_0014,40,20,True,3,1998,2000,4.448202366633826e-23,109.15499877929688,123.18000030517578
W_F_0014,40,23,True,1,0,2,1.0,109.24000549316406,110.97000122070312
W_F_0014,40,23,True,2,2,4,1.7056374233592785e-16,113.25,116.0199966430664
W_F_0014,40,23,True,3,1998,2000,2.7191495526286266e-25,113.72500610351562,118.41000366210938
W_N_0018,0,10,True,1,0,2,1.0,110.68000030517578,121.33000183105469
W_N_0018,0,10,True,2,2,4,4.455251001022481e-15,108.44999694824219,110.18000030517578
W_N_0018,0,10,True,3,4,6,4.1146637224491613e-25,95.25,97.43000030517578
W_N_0018,3,11,True,1,0,2,1.0,89.4949951171875,91.68000030517578
W_N_0018,3,11,True,2,2,4,2.163745311395404e-12,88.30499267578125,96.08999633789062
W_N_0018,3,11,True,3,4,6,5.142764675157547e-18,97.06500244140625,110.08999633789062
W_N_0018,4,4,True,1,0,2,1.0,109.33999633789062,110.36000061035156
W_N_0018,4,4,True,2,2,4,1.6061725678246925e-15,102.72000122070312,105.69999694824219
W_N_0018,4,4,True,3,4,6,5.1551399485185e-25,85.47999572753906,85.61000061035156
W_N_0018,5,17,True,1,0,2,1.0,114.14999389648438,115.69999694824219
W_N_0018,5,17,True,2,2,4,8.387214364593675e-16,106.66500091552734,119.05000305175781
W_N_0018,5,17,True,3,1998,2000,4.441517145171008e-25,116.54499816894531,116.80000305175781
W_N_0018,6,3,True,1,0,2,1.0,107.64500427246094,118.56999969482422
W_N_0018,6,3,True,2,2,4,1.7437888460947962e-16,113.51499938964844,125.19000244140625
W_N_0018,6,3,True,3,4,6,4.537456140488885e-24,108.8699951171875,109.81999969482422
W_N_0018,6,4,True,1,0,2,1.0,74.37000274658203,80.51000213623047
W_N_0018,6,4,True,2,2,4,2.8115527683780783e-08,94.02000427246094,97.37000274658203
W_N_0018,6,4,True,3,4,6,6.543191874685541e-16,102.93000030517578,112.37999725341797
W_N_0018,6,9,True,1,0,2,1.0,99.30500030517578,100.25
W_N_0018,6,9,True,2,2,4,4.4810567067935306e-15,104.4749984741211,105.88999938964844
W_N_0018,6,9,True,3,4,6,7.791125565847432e-24,104.08000183105469,112.94999694824219
W_N_0018,6,20,True,1,0,2,1.0,93.20999908447266,94.36000061035156
W_N_0018,6,20,True,2,2,4,1.4078443272280694e-12,98.9949951171875,108.79000091552734
W_N_0018,6,20,True,3,4,6,2.2775980342534332e-20,105.78500366210938,107.36000061035156
W_N_0018,8,11,True,1,0,2,1.0,76.13499450683594,77.58999633789062
W_N_0018,8,11,True,2,2,4,1.5878380424730332e-12,83.61500549316406,94.25
W_N_0018,8,11,True,3,4,6,8.7055460345407e-21,98.13500213623047,103.33000183105469
W_N_0018,9,22,True,1,0,2,1.0,116.00499725341797,116.44999694824219
W_N_0018,9,22,True,2,2,4,9.462780771484126e-18,98.8499984741211,105.88999938964844
W_N_0018,9,22,True,3,4,6,5.743695264838055e-25,91.91500091552734,91.95999908447266
W_N_0018,12,2,True,1,0,2,1.0,78.14500427246094,85.83000183105469
W_N_0018,12,2,True,2,2,4,4.701083966551778e-10,94.27000427246094,95.7300033569336
W_N_0018,12,2,True,3,4,6,3.367432886657769e-20,99.40499877929688,103.6500015258789
W_N_0018,12,12,True,1,0,2,1.0,98.93000030517578,104.47000122070312
W_N_0018,12,12,True,2,2,4,8.430354938443463e-13,105.83999633789062,107.48999786376953
W_N_0018,12,12,True,3,1998,2000,1.7183229659717182e-20,87.72999572753906,102.37000274658203
W_N_0018,12,23,True,1,0,2,1.0,101.76000213623047,108.22000122070312
W_N_0018,12,23,True,2,2,4,1.7589267807001087e-17,97.21499633789062,100.9000015258789
W_N_0018,12,23,True,3,4,6,9.179699830461897e-24,99.49500274658203,103.80000305175781
W_N_0018,13,2,True,1,0,2,1.0,91.44499969482422,99.63999938964844
W_N_0018,13,2,True,2,2,4,9.93042521585559e-14,101.8800048828125,111.88999938964844
W_N_0018,13,2,True,3,4,6,2.9780869817916017e-24,95.70999908447266,97.20999908447266
W_N_0018,15,14,True,1,0,2,1.0,106.70500183105469,113.5999984741211
W_N_0018,15,14,True,2,2,4,6.183498063084582e-15,125.19499969482422,138.0800018310547
W_N_0018,15,14,True,3,1336,1338,3.463918211539861e-24,88.28500366210938,96.04000091552734
W_N_0018,15,15,True,1,0,2,1.0,105.0,113.97000122070312
W_N_0018,15,15,True,2,2,4,8.332192378198179e-19,89.90499877929688,95.95999908447266
W_N_0018,15,15,True,3,4,6,1.2016569484728257e-21,100.40499877929688,104.5999984741211
W_N_0018,19,7,True,1,0,2,1.0,93.72999572753906,99.18000030517578
W_N_0018,19,7,True,2,2,4,5.104778565460065e-14,109.56500244140625,118.54000091552734
W_N_0018,19,7,True,3,4,6,5.85277329278606e-20,113.52999877929688,118.41999816894531
W_N_0018,20,9,True,1,0,2,1.0,95.07499694824219,97.13999938964844
W_N_0018,20,9,True,2,2,4,4.660857637339699e-12,114.73500061035156,122.23999786376953
W_N_0018,20,9,True,3,4,6,1.535266603944026e-21,109.04000091552734,123.76000213623047
W_N_0018,21,6,True,1,0,2,1.0,109.5050048828125,118.25
W_N_0018,21,6,True,2,2,4,4.1114327441401047e-17,98.92500305175781,107.0
W_N_0018,21,6,True,3,4,6,1.5301506453361633e-21,104.31500244140625,108.95999908447266
W_N_0018,21,13,True,1,0,2,1.0,94.72999572753906,106.27999877929688
W_N_0018,21,13,True,2,2,4,5.938893821166857e-11,95.8800048828125,110.05000305175781
